arquivo,polimero,ampliacao,escala_um_por_px,diametro_area_equiv_um,diametro_feret_max_um,diametro_usado_um,metodo_diametro,classificacao,aviso_calibracao
PS/PS 500X.png,PS,500,0.198413,3.0763,6.2818,3.0763,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.7578,4.9872,2.7578,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.7918,4.2923,2.7918,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,20.8598,25.3585,20.8598,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,5.9382,7.384,5.9382,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.7557,3.8525,2.7557,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.8159,5.7676,3.8159,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,4.4833,6.3523,4.4833,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.8498,3.447,2.8498,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.1524,2.5549,2.1524,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.1526,1.9041,1.1526,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.1171,3.7604,2.1171,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.5839,2.4856,1.5839,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.9672,3.3692,1.9672,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,17.3455,25.2398,17.3455,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.7227,3.5151,2.7227,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.9341,2.805,1.9341,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.6542,2.1377,1.6542,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.8508,2.9313,1.8508,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.5623,3.9144,2.5623,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.3529,5.6822,3.3529,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.5346,2.1678,1.5346,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.1872,3.7056,2.1872,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.7751,4.6023,2.7751,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.0331,2.3537,2.0331,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,7.536,10.2428,7.536,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,5.0486,6.5506,5.0486,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.5399,4.5289,3.5399,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.8231,4.4055,2.8231,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.4931,3.0286,2.4931,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.3545,5.9192,3.3545,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.2388,3.2055,2.2388,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.8452,3.2843,2.8452,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.6969,4.8721,2.6969,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,4.271,7.1648,4.271,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.7211,8.5784,3.7211,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.958,3.3845,2.958,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,7.0072,10.4501,7.0072,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.6734,4.0074,2.6734,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.6257,4.8201,2.6257,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.1422,3.0657,2.1422,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.6958,4.8641,3.6958,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,5.1913,6.8005,5.1913,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,6.6865,11.1754,6.6865,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.388,4.7162,3.388,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,6.2628,11.997,6.2628,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.6376,1.9841,1.6376,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.2777,2.8408,2.2777,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.6528,2.3224,1.6528,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.3641,3.7907,2.3641,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.1859,4.1287,3.1859,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.3374,2.587,2.3374,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.4138,4.6701,3.4138,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.4483,2.7772,2.4483,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.1162,3.9445,3.1162,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.7247,3.5194,2.7247,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.2171,3.0268,2.2171,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,8.3043,10.7602,8.3043,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.7376,2.9158,1.7376,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.4099,3.9396,2.4099,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.6719,4.1345,2.6719,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.3593,3.2935,2.3593,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.9092,6.3883,3.9092,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.4069,4.8286,3.4069,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.6911,5.8142,3.6911,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.3057,3.1421,2.3057,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.3024,1.9698,1.3024,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,8.7673,9.8009,8.7673,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,5.2957,7.6665,5.2957,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.4576,4.0904,3.4576,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.853,2.1462,1.853,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.7288,4.0187,2.7288,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.7667,3.8522,2.7667,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.419,3.22,2.419,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.2084,2.6395,2.2084,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.8299,2.6066,1.8299,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.4497,5.8702,3.4497,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.7116,4.2679,2.7116,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.6908,4.4692,2.6908,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.5163,3.6137,2.5163,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.9235,4.6215,2.9235,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.2052,4.8308,3.2052,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.4509,2.4959,1.4509,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.3435,3.1715,2.3435,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.2751,3.5436,2.2751,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.3559,2.0511,1.3559,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.1468,2.8732,2.1468,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.9769,2.4136,1.9769,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.3131,3.1972,2.3131,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.7466,5.5829,2.7466,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.7178,2.1507,1.7178,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,4.1645,5.2533,4.1645,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.932,3.6478,2.932,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,5.2122,6.8875,5.2122,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,5.458,10.6485,5.458,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.7463,5.0077,3.7463,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,4.7202,6.4993,4.7202,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.4211,3.9732,3.4211,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.9996,4.1855,2.9996,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.7145,4.4588,2.7145,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.8873,4.9292,2.8873,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.5291,5.0593,2.5291,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.9924,4.5539,2.9924,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.0524,2.4967,2.0524,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.5994,2.0181,1.5994,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.9889,2.6599,1.9889,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.4431,3.6207,2.4431,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.0491,4.5522,3.0491,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.1005,2.967,2.1005,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.1051,2.826,2.1051,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.8579,2.6364,1.8579,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.0537,5.7503,3.0537,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.7295,5.3502,3.7295,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.0127,3.1335,2.0127,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.0846,2.8549,2.0846,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.14,2.0657,1.14,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.7702,4.655,2.7702,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.6112,3.7425,2.6112,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.2222,3.9313,2.2222,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.8043,4.4499,2.8043,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.4976,3.7656,2.4976,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.813,2.848,1.813,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.7776,3.5267,2.7776,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.761,4.9459,2.761,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.9487,3.0045,1.9487,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.5384,5.339,3.5384,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.7736,3.9135,2.7736,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.0385,3.1319,2.0385,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.9411,4.2066,2.9411,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.2918,3.7023,2.2918,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.3525,3.5281,2.3525,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.8263,3.942,2.8263,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.8545,2.9059,1.8545,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.2443,3.9122,2.2443,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.0815,1.5857,1.0815,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.5197,3.6173,2.5197,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.4853,2.5441,1.4853,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.5806,4.0375,2.5806,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.9315,3.4366,1.9315,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.4038,3.3471,2.4038,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.67,4.0393,2.67,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.0811,4.5033,3.0811,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,5.229,7.809,5.229,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,15.4686,25.9793,15.4686,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,4.3274,5.2081,4.3274,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,9.1204,13.9115,9.1204,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,8.3699,14.1556,8.3699,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.086,3.5103,3.086,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,5.7994,8.1567,5.7994,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.1143,3.6907,3.1143,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,4.5581,5.8389,4.5581,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,6.5599,11.8866,6.5599,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,7.0033,10.6572,7.0033,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.6243,5.1814,3.6243,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.0156,3.5987,3.0156,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.2786,2.8723,2.2786,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.1878,2.9678,2.1878,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.806,2.7519,1.806,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.8729,6.7327,3.8729,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.8664,3.8519,1.8664,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.4333,3.8629,2.4333,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,6.4264,10.6465,6.4264,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.8128,3.4926,2.8128,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.4627,2.4331,1.4627,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.3869,6.1858,3.3869,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.9135,5.0,2.9135,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.5764,2.5294,1.5764,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.9117,3.2832,1.9117,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.8278,3.3463,1.8278,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.1789,7.9463,3.1789,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,10.3862,15.1173,10.3862,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.5264,2.1426,1.5264,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.2741,4.7951,3.2741,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,6.1088,7.7787,6.1088,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.8749,3.1839,1.8749,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.3207,4.0904,3.3207,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.4211,5.1473,3.4211,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.9618,3.5326,2.9618,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.4217,3.4708,2.4217,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.222,2.9496,2.222,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.6758,2.1886,1.6758,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.3871,2.1169,1.3871,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,6.9425,13.4574,6.9425,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,5.6298,9.3315,5.6298,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,15.2146,31.4654,15.2146,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,15.6625,22.1557,15.6625,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.4864,4.7702,3.4864,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.5115,4.9722,3.5115,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,6.3522,8.3734,6.3522,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,15.1781,20.5144,15.1781,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,9.2824,13.1012,9.2824,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,9.7769,13.0199,9.7769,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,5.7626,7.8768,5.7626,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.4394,5.1587,3.4394,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,4.5855,6.1795,4.5855,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.1344,4.0904,3.1344,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.1063,4.649,3.1063,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.3433,4.7702,3.3433,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.9567,4.672,2.9567,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.3451,4.7213,2.3451,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,4.1403,9.1123,4.1403,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.9898,4.7701,2.9898,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.9892,5.3965,2.9892,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.4084,3.8188,2.4084,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.4261,3.1878,2.4261,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.8356,2.7744,1.8356,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.3906,4.4476,2.3906,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.7358,6.1373,3.7358,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.9817,3.4431,1.9817,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,4.7533,6.8576,4.7533,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.1036,3.8448,2.1036,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.8639,2.9273,1.8639,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.6472,2.626,1.6472,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.4721,3.5959,2.4721,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.8434,2.549,1.8434,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.1805,3.3612,2.1805,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.7544,2.9678,1.7544,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.4464,2.2101,1.4464,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,4.2647,6.2494,4.2647,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,4.1418,9.2855,4.1418,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.9225,2.8801,1.9225,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.833,2.4033,1.833,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,5.6528,9.3,5.6528,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.8257,5.8892,3.8257,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.9323,5.4878,3.9323,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,4.9407,7.2414,4.9407,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,8.9063,12.0494,8.9063,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,4.8356,9.8509,4.8356,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,5.9298,7.3654,5.9298,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,6.8569,10.1637,6.8569,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,8.4039,15.0402,8.4039,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,4.3413,5.5909,4.3413,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,9.71,12.4258,9.71,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,5.2482,7.5553,5.2482,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,6.3502,10.6849,6.3502,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.7098,3.3905,2.7098,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.8746,4.7329,3.8746,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.1022,3.9683,3.1022,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.9828,4.5332,2.9828,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.305,3.5326,2.305,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,5.2577,6.3894,5.2577,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.1541,2.8066,2.1541,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.1391,6.1196,3.1391,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.8063,3.7907,2.8063,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.1633,5.1132,3.1633,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.0925,3.3005,2.0925,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.0175,3.0626,2.0175,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.7823,2.5067,1.7823,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.1766,2.7748,2.1766,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.086,2.6781,2.086,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,4.6861,8.6115,4.6861,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.6362,2.9763,1.6362,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.0869,3.0009,2.0869,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.2619,3.1881,2.2619,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.1292,5.4273,3.1292,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.9466,3.1181,1.9466,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.1595,2.8468,2.1595,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.7965,2.5213,1.7965,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.1909,2.8066,2.1909,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.07,2.7504,2.07,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,1.7647,2.9639,1.7647,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,3.4427,6.0369,3.4427,area_equivalente_poligono,microplastico,
PS/PS 500X.png,PS,500,0.198413,2.1577,3.3181,2.1577,area_equivalente_poligono,microplastico,
