timestamp_utc,current_experiment,current_repetition,current_seed,cpu_pct,ram_used_gb,ram_total_gb,disk_free_gb,gpu_name,gpu_temp_c,gpu_power_w,gpu_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,gpu_error
2026-09-06T14:39:05.209613+00:00,01_yolo26_main,0,0,5.8,6.94,60.43,57.77,NVIDIA GeForce RTX 4090,49,205.64,77,4916.1,24564.0,
2026-09-06T14:39:15.221407+00:00,01_yolo26_main,0,0,5.6,6.97,60.43,57.77,NVIDIA GeForce RTX 4090,49,177.86,82,4916.1,24564.0,
2026-09-06T14:39:25.233585+00:00,01_yolo26_main,0,0,5.5,6.95,60.43,57.77,NVIDIA GeForce RTX 4090,49,206.77,78,4916.1,24564.0,
2026-09-06T14:39:35.246095+00:00,01_yolo26_main,0,0,5.0,6.98,60.43,57.77,NVIDIA GeForce RTX 4090,44,62.75,0,4916.1,24564.0,
2026-09-06T14:39:45.257178+00:00,01_yolo26_main,0,0,5.7,6.88,60.43,57.77,NVIDIA GeForce RTX 4090,50,206.77,85,4916.1,24564.0,
2026-09-06T14:39:55.269011+00:00,01_yolo26_main,0,0,4.6,6.83,60.43,57.77,NVIDIA GeForce RTX 4090,49,207.77,83,4916.1,24564.0,
2026-09-06T14:40:05.280781+00:00,01_yolo26_main,0,0,5.7,7.02,60.43,57.77,NVIDIA GeForce RTX 4090,51,206.51,84,4916.1,24564.0,
2026-09-06T14:40:15.292534+00:00,01_yolo26_main,0,0,5.8,6.98,60.43,57.77,NVIDIA GeForce RTX 4090,51,210.11,85,4916.1,24564.0,
2026-09-06T14:40:25.303928+00:00,01_yolo26_main,0,0,5.0,7.01,60.43,57.77,NVIDIA GeForce RTX 4090,50,197.94,86,4916.1,24564.0,
2026-09-06T14:40:35.315826+00:00,01_yolo26_main,0,0,5.8,6.92,60.43,57.77,NVIDIA GeForce RTX 4090,51,206.43,82,4916.1,24564.0,
2026-09-06T14:40:45.328375+00:00,01_yolo26_main,0,0,4.6,6.82,60.43,57.77,NVIDIA GeForce RTX 4090,50,199.53,80,4916.1,24564.0,
2026-09-06T14:40:55.340030+00:00,01_yolo26_main,0,0,5.6,6.89,60.43,57.77,NVIDIA GeForce RTX 4090,50,206.48,79,4916.1,24564.0,
2026-09-06T14:41:05.351754+00:00,01_yolo26_main,0,0,5.7,7.13,60.43,57.77,NVIDIA GeForce RTX 4090,46,149.47,9,4916.1,24564.0,
2026-09-06T14:41:15.363655+00:00,01_yolo26_main,0,0,5.8,6.98,60.43,57.77,NVIDIA GeForce RTX 4090,50,209.06,80,4916.1,24564.0,
2026-09-06T14:41:25.374754+00:00,01_yolo26_main,0,0,5.7,7.03,60.43,57.77,NVIDIA GeForce RTX 4090,50,164.07,86,4916.1,24564.0,
2026-09-06T14:41:35.386346+00:00,01_yolo26_main,0,0,5.7,6.92,60.43,57.77,NVIDIA GeForce RTX 4090,50,208.43,82,4916.1,24564.0,
2026-09-06T14:41:45.397627+00:00,01_yolo26_main,0,0,5.7,7.0,60.43,57.77,NVIDIA GeForce RTX 4090,51,199.68,83,5126.1,24564.0,
2026-09-06T14:41:55.409250+00:00,01_yolo26_main,0,0,5.8,6.96,60.43,57.77,NVIDIA GeForce RTX 4090,51,206.92,81,5126.1,24564.0,
2026-09-06T14:42:05.421202+00:00,01_yolo26_main,0,0,5.7,7.02,60.43,57.77,NVIDIA GeForce RTX 4090,51,211.07,82,5126.1,24564.0,
2026-09-06T14:42:15.432418+00:00,01_yolo26_main,0,0,5.0,6.82,60.43,57.77,NVIDIA GeForce RTX 4090,51,207.22,82,5126.1,24564.0,
2026-09-06T14:42:25.444933+00:00,01_yolo26_main,0,0,5.1,7.13,60.43,57.77,NVIDIA GeForce RTX 4090,45,62.83,0,5126.1,24564.0,
2026-09-06T14:42:35.456166+00:00,01_yolo26_main,0,0,5.5,6.95,60.43,57.77,NVIDIA GeForce RTX 4090,51,208.22,84,5126.1,24564.0,
2026-09-06T14:42:45.468743+00:00,01_yolo26_main,0,0,5.6,7.08,60.43,57.77,NVIDIA GeForce RTX 4090,49,143.5,40,5126.1,24564.0,
2026-09-06T14:42:55.479782+00:00,01_yolo26_main,0,0,5.0,6.9,60.43,57.77,NVIDIA GeForce RTX 4090,51,206.81,81,5126.1,24564.0,
2026-09-06T14:43:05.490927+00:00,01_yolo26_main,0,0,4.6,6.86,60.43,57.77,NVIDIA GeForce RTX 4090,50,207.05,82,5126.1,24564.0,
2026-09-06T14:43:15.503101+00:00,01_yolo26_main,0,0,5.7,6.97,60.43,57.77,NVIDIA GeForce RTX 4090,50,149.74,84,5126.1,24564.0,
2026-09-06T14:43:25.515411+00:00,01_yolo26_main,0,0,5.8,6.89,60.43,57.77,NVIDIA GeForce RTX 4090,51,204.21,82,5126.1,24564.0,
2026-09-06T14:43:35.527411+00:00,01_yolo26_main,0,0,5.0,7.02,60.43,57.77,NVIDIA GeForce RTX 4090,44,79.05,0,5126.1,24564.0,
2026-09-06T14:43:45.539883+00:00,01_yolo26_main,0,0,4.4,6.93,60.43,57.77,NVIDIA GeForce RTX 4090,49,199.61,83,5126.1,24564.0,
2026-09-06T14:43:55.551225+00:00,01_yolo26_main,0,0,5.7,6.85,60.43,57.77,NVIDIA GeForce RTX 4090,49,207.16,81,5126.1,24564.0,
2026-09-06T14:44:05.562385+00:00,01_yolo26_main,0,0,5.2,6.87,60.43,57.77,NVIDIA GeForce RTX 4090,49,153.5,84,5126.1,24564.0,
2026-09-06T14:44:15.574885+00:00,01_yolo26_main,0,0,5.8,6.84,60.43,57.77,NVIDIA GeForce RTX 4090,50,208.14,82,5126.1,24564.0,
2026-09-06T14:44:25.586449+00:00,01_yolo26_main,0,0,5.7,6.93,60.43,57.77,NVIDIA GeForce RTX 4090,51,203.56,80,5126.1,24564.0,
2026-09-06T14:44:35.597787+00:00,01_yolo26_main,0,0,5.8,6.85,60.43,57.77,NVIDIA GeForce RTX 4090,51,207.52,81,5126.1,24564.0,
2026-09-06T14:44:45.610383+00:00,01_yolo26_main,0,0,5.4,7.01,60.43,57.77,NVIDIA GeForce RTX 4090,51,206.76,82,5126.1,24564.0,
2026-09-06T14:44:55.621936+00:00,01_yolo26_main,0,0,4.6,6.97,60.43,57.77,NVIDIA GeForce RTX 4090,51,207.34,82,5126.1,24564.0,
2026-09-06T14:45:05.633328+00:00,01_yolo26_main,0,0,5.7,6.95,60.43,57.77,NVIDIA GeForce RTX 4090,46,157.53,82,5126.1,24564.0,
2026-09-06T14:45:15.644397+00:00,01_yolo26_main,0,0,5.8,6.97,60.43,57.77,NVIDIA GeForce RTX 4090,50,208.91,82,5126.1,24564.0,
2026-09-06T14:45:25.655534+00:00,01_yolo26_main,0,0,5.7,6.97,60.43,57.77,NVIDIA GeForce RTX 4090,49,146.42,8,5126.1,24564.0,
2026-09-06T14:45:35.668567+00:00,01_yolo26_main,0,0,5.7,6.84,60.43,57.77,NVIDIA GeForce RTX 4090,51,206.2,83,5126.1,24564.0,
2026-09-06T14:45:45.680528+00:00,01_yolo26_main,0,0,5.6,6.96,60.43,57.77,NVIDIA GeForce RTX 4090,51,157.55,62,5126.1,24564.0,
2026-09-06T14:45:55.692545+00:00,01_yolo26_main,0,0,5.8,6.87,60.43,57.77,NVIDIA GeForce RTX 4090,51,208.66,84,5126.1,24564.0,
2026-09-06T14:46:05.704169+00:00,01_yolo26_main,0,0,5.7,6.93,60.43,57.77,NVIDIA GeForce RTX 4090,51,206.88,80,5126.1,24564.0,
2026-09-06T14:46:15.716438+00:00,01_yolo26_main,0,0,5.8,6.84,60.43,57.77,NVIDIA GeForce RTX 4090,51,207.71,82,5126.1,24564.0,
2026-09-06T14:46:25.728279+00:00,01_yolo26_main,0,0,5.6,7.01,60.43,57.77,NVIDIA GeForce RTX 4090,52,208.98,84,5126.1,24564.0,
2026-09-06T14:46:35.739215+00:00,01_yolo26_main,0,0,5.7,6.87,60.43,57.77,NVIDIA GeForce RTX 4090,50,206.27,80,5126.1,24564.0,
2026-09-06T14:46:45.751153+00:00,01_yolo26_main,0,0,5.7,6.98,60.43,57.77,NVIDIA GeForce RTX 4090,52,208.91,82,5126.1,24564.0,
2026-09-06T14:46:55.763431+00:00,01_yolo26_main,0,0,5.7,6.85,60.43,57.77,NVIDIA GeForce RTX 4090,51,206.8,83,5126.1,24564.0,
2026-09-06T14:47:05.775128+00:00,01_yolo26_main,0,0,5.1,7.06,60.43,57.77,NVIDIA GeForce RTX 4090,51,208.59,87,5126.1,24564.0,
2026-09-06T14:47:15.786724+00:00,01_yolo26_main,0,0,5.8,6.99,60.43,57.77,NVIDIA GeForce RTX 4090,52,208.53,75,5126.1,24564.0,
2026-09-06T14:47:25.798390+00:00,01_yolo26_main,0,0,5.7,7.0,60.43,57.77,NVIDIA GeForce RTX 4090,51,207.81,83,5126.1,24564.0,
2026-09-06T14:47:35.810403+00:00,01_yolo26_main,0,0,5.8,6.92,60.43,57.77,NVIDIA GeForce RTX 4090,52,201.25,78,5126.1,24564.0,
2026-09-06T14:47:45.821242+00:00,01_yolo26_main,0,0,5.0,6.99,60.43,57.77,NVIDIA GeForce RTX 4090,52,208.97,82,5126.1,24564.0,
2026-09-06T14:47:55.833123+00:00,01_yolo26_main,0,0,5.7,6.9,60.43,57.77,NVIDIA GeForce RTX 4090,51,208.07,82,5126.1,24564.0,
2026-09-06T14:48:05.844748+00:00,01_yolo26_main,0,0,5.7,6.83,60.43,57.77,NVIDIA GeForce RTX 4090,52,208.13,82,5126.1,24564.0,
2026-09-06T14:48:15.857149+00:00,01_yolo26_main,0,0,5.8,6.9,60.43,57.77,NVIDIA GeForce RTX 4090,52,207.37,83,5126.1,24564.0,
2026-09-06T14:48:25.867692+00:00,01_yolo26_main,0,0,5.7,6.9,60.43,57.77,NVIDIA GeForce RTX 4090,51,208.63,81,5126.1,24564.0,
2026-09-06T14:48:35.879257+00:00,01_yolo26_main,0,0,5.6,6.95,60.43,57.77,NVIDIA GeForce RTX 4090,47,154.84,79,5126.1,24564.0,
2026-09-06T14:48:45.891490+00:00,01_yolo26_main,0,0,5.7,6.97,60.43,57.77,NVIDIA GeForce RTX 4090,51,209.99,84,5584.1,24564.0,
2026-09-06T14:48:55.903641+00:00,01_yolo26_main,0,0,5.7,6.99,60.43,57.77,NVIDIA GeForce RTX 4090,51,149.51,16,5584.1,24564.0,
2026-09-06T14:49:05.915736+00:00,01_yolo26_main,0,0,4.6,7.05,60.43,57.77,NVIDIA GeForce RTX 4090,52,206.23,80,5584.1,24564.0,
2026-09-06T14:49:15.927867+00:00,01_yolo26_main,0,0,5.7,7.04,60.43,57.77,NVIDIA GeForce RTX 4090,52,206.39,83,5584.1,24564.0,
2026-09-06T14:49:25.939440+00:00,01_yolo26_main,0,0,5.7,6.97,60.43,57.77,NVIDIA GeForce RTX 4090,52,208.83,83,5584.1,24564.0,
2026-09-06T14:49:35.951688+00:00,01_yolo26_main,0,0,5.7,6.88,60.43,57.77,NVIDIA GeForce RTX 4090,52,188.84,83,5584.1,24564.0,
2026-09-06T14:49:45.963054+00:00,01_yolo26_main,0,0,5.7,7.02,60.43,57.77,NVIDIA GeForce RTX 4090,51,205.95,84,5584.1,24564.0,
2026-09-06T14:49:55.974184+00:00,01_yolo26_main,0,0,5.7,6.73,60.43,57.77,NVIDIA GeForce RTX 4090,46,143.43,88,5584.1,24564.0,
2026-09-06T14:50:05.986510+00:00,01_yolo26_main,0,0,5.7,6.9,60.43,57.77,NVIDIA GeForce RTX 4090,51,208.25,80,5584.1,24564.0,
2026-09-06T14:50:15.998317+00:00,01_yolo26_main,0,0,5.7,7.02,60.43,57.77,NVIDIA GeForce RTX 4090,51,173.53,9,5584.1,24564.0,
2026-09-06T14:50:26.009903+00:00,01_yolo26_main,0,0,5.7,6.88,60.43,57.77,NVIDIA GeForce RTX 4090,51,206.69,86,5584.1,24564.0,
2026-09-06T14:50:36.022234+00:00,01_yolo26_main,0,0,5.0,7.06,60.43,57.77,NVIDIA GeForce RTX 4090,45,74.19,0,5584.1,24564.0,
2026-09-06T14:50:46.034360+00:00,01_yolo26_main,0,0,5.8,6.92,60.43,57.77,NVIDIA GeForce RTX 4090,50,207.39,78,5584.1,24564.0,
2026-09-06T14:50:56.045969+00:00,01_yolo26_main,0,0,4.7,6.84,60.43,57.77,NVIDIA GeForce RTX 4090,51,206.75,82,5584.1,24564.0,
2026-09-06T14:51:06.057178+00:00,01_yolo26_main,0,0,5.6,6.93,60.43,57.77,NVIDIA GeForce RTX 4090,50,209.08,85,5584.1,24564.0,
2026-09-06T14:51:16.069005+00:00,01_yolo26_main,0,0,5.8,6.96,60.43,57.77,NVIDIA GeForce RTX 4090,51,207.3,83,5584.1,24564.0,
2026-09-06T14:51:26.080089+00:00,01_yolo26_main,0,0,5.7,6.91,60.43,57.77,NVIDIA GeForce RTX 4090,51,208.38,85,5584.1,24564.0,
2026-09-06T14:51:36.092427+00:00,01_yolo26_main,0,0,5.7,6.9,60.43,57.77,NVIDIA GeForce RTX 4090,47,175.56,4,5584.1,24564.0,
2026-09-06T14:51:46.103674+00:00,01_yolo26_main,0,0,5.6,6.89,60.43,57.77,NVIDIA GeForce RTX 4090,52,207.15,84,5584.1,24564.0,
2026-09-06T14:51:56.115684+00:00,01_yolo26_main,0,0,5.7,7.08,60.43,57.77,NVIDIA GeForce RTX 4090,48,133.41,71,5584.1,24564.0,
2026-09-06T14:52:06.127694+00:00,01_yolo26_main,0,0,5.8,6.97,60.43,57.77,NVIDIA GeForce RTX 4090,51,207.74,86,5584.1,24564.0,
2026-09-06T14:52:16.139059+00:00,01_yolo26_main,0,0,5.7,6.97,60.43,57.77,NVIDIA GeForce RTX 4090,51,150.05,82,5584.1,24564.0,
2026-09-06T14:52:26.150385+00:00,01_yolo26_main,0,0,5.8,6.94,60.43,57.77,NVIDIA GeForce RTX 4090,52,207.04,81,5584.1,24564.0,
2026-09-06T14:52:36.162555+00:00,01_yolo26_main,0,0,5.6,6.93,60.43,57.77,NVIDIA GeForce RTX 4090,50,202.1,83,5584.1,24564.0,
2026-09-06T14:52:46.174249+00:00,01_yolo26_main,0,0,5.8,6.82,60.43,57.77,NVIDIA GeForce RTX 4090,52,208.74,83,5584.1,24564.0,
2026-09-06T14:52:56.186007+00:00,01_yolo26_main,0,0,5.7,7.03,60.43,57.77,NVIDIA GeForce RTX 4090,53,207.13,83,5584.1,24564.0,
2026-09-06T14:53:06.198304+00:00,01_yolo26_main,0,0,5.8,6.85,60.43,57.77,NVIDIA GeForce RTX 4090,52,207.65,83,5584.1,24564.0,
2026-09-06T14:53:16.209508+00:00,01_yolo26_main,0,0,4.9,7.04,60.43,57.77,NVIDIA GeForce RTX 4090,51,190.77,83,5584.1,24564.0,
2026-09-06T14:53:26.220859+00:00,01_yolo26_main,0,0,5.8,6.91,60.43,57.77,NVIDIA GeForce RTX 4090,52,208.48,83,5584.1,24564.0,
2026-09-06T14:53:36.232824+00:00,01_yolo26_main,0,0,5.7,6.92,60.43,57.77,NVIDIA GeForce RTX 4090,51,207.42,82,5584.1,24564.0,
2026-09-06T14:53:46.244513+00:00,01_yolo26_main,0,0,5.8,6.95,60.43,57.77,NVIDIA GeForce RTX 4090,52,210.54,83,5584.1,24564.0,
2026-09-06T14:53:56.255831+00:00,01_yolo26_main,0,0,5.7,6.87,60.43,57.77,NVIDIA GeForce RTX 4090,51,208.49,83,5584.1,24564.0,
2026-09-06T14:54:06.267306+00:00,01_yolo26_main,0,0,5.7,6.87,60.43,57.77,NVIDIA GeForce RTX 4090,51,206.13,83,5584.1,24564.0,
2026-09-06T14:54:16.278257+00:00,01_yolo26_main,0,0,5.7,6.95,60.43,57.77,NVIDIA GeForce RTX 4090,51,208.06,82,5584.1,24564.0,
2026-09-06T14:54:26.290179+00:00,01_yolo26_main,0,0,5.7,6.99,60.43,57.77,NVIDIA GeForce RTX 4090,47,142.01,5,5584.1,24564.0,
2026-09-06T14:54:36.301536+00:00,01_yolo26_main,0,0,5.8,6.89,60.43,57.77,NVIDIA GeForce RTX 4090,51,208.31,84,5584.1,24564.0,
2026-09-06T14:54:46.312996+00:00,01_yolo26_main,0,0,5.7,7.1,60.43,57.77,NVIDIA GeForce RTX 4090,50,150.76,84,5584.1,24564.0,
2026-09-06T14:54:56.324603+00:00,01_yolo26_main,0,0,5.8,6.98,60.43,57.77,NVIDIA GeForce RTX 4090,52,207.87,85,5584.1,24564.0,
2026-09-06T14:55:06.336402+00:00,01_yolo26_main,0,0,5.7,7.03,60.43,57.77,NVIDIA GeForce RTX 4090,52,207.79,83,5584.1,24564.0,
2026-09-06T14:55:16.347761+00:00,01_yolo26_main,0,0,5.8,6.98,60.43,57.77,NVIDIA GeForce RTX 4090,52,209.78,81,5584.1,24564.0,
2026-09-06T14:55:26.359851+00:00,01_yolo26_main,0,0,5.5,6.99,60.43,57.77,NVIDIA GeForce RTX 4090,52,206.0,84,5584.1,24564.0,
2026-09-06T14:55:36.372048+00:00,01_yolo26_main,0,0,5.8,6.96,60.43,57.77,NVIDIA GeForce RTX 4090,52,208.25,82,5584.1,24564.0,
2026-09-06T14:55:46.383121+00:00,01_yolo26_main,0,0,5.8,6.97,60.43,57.77,NVIDIA GeForce RTX 4090,52,206.11,79,5584.1,24564.0,
2026-09-06T14:55:56.395604+00:00,01_yolo26_main,0,0,5.8,6.9,60.43,57.77,NVIDIA GeForce RTX 4090,52,206.82,78,5584.1,24564.0,
2026-09-06T14:56:06.407692+00:00,01_yolo26_main,0,0,5.5,7.05,60.43,57.77,NVIDIA GeForce RTX 4090,51,206.4,81,5584.1,24564.0,
2026-09-06T14:56:16.420158+00:00,01_yolo26_main,0,0,5.7,7.04,60.43,57.77,NVIDIA GeForce RTX 4090,51,205.5,80,5584.1,24564.0,
2026-09-06T14:56:26.431465+00:00,01_yolo26_main,0,0,5.7,6.99,60.43,57.77,NVIDIA GeForce RTX 4090,52,208.55,82,5584.1,24564.0,
2026-09-06T14:56:36.443031+00:00,01_yolo26_main,0,0,5.7,7.04,60.43,57.77,NVIDIA GeForce RTX 4090,47,140.25,0,5584.1,24564.0,
2026-09-06T14:56:46.454979+00:00,01_yolo26_main,0,0,5.8,7.02,60.43,57.77,NVIDIA GeForce RTX 4090,52,206.42,82,5584.1,24564.0,
2026-09-06T14:56:56.466683+00:00,01_yolo26_main,0,0,5.6,7.03,60.43,57.77,NVIDIA GeForce RTX 4090,49,133.59,87,5584.1,24564.0,
2026-09-06T14:57:06.478103+00:00,01_yolo26_main,0,0,5.8,6.95,60.43,57.77,NVIDIA GeForce RTX 4090,51,209.68,87,5584.1,24564.0,
2026-09-06T14:57:16.489549+00:00,01_yolo26_main,0,0,5.7,7.19,60.43,57.77,NVIDIA GeForce RTX 4090,52,201.56,85,5584.1,24564.0,
2026-09-06T14:57:26.501390+00:00,01_yolo26_main,0,0,5.8,7.06,60.43,57.77,NVIDIA GeForce RTX 4090,52,207.81,79,5584.1,24564.0,
2026-09-06T14:57:36.512701+00:00,01_yolo26_main,0,0,5.7,6.94,60.43,57.77,NVIDIA GeForce RTX 4090,52,208.44,80,5584.1,24564.0,
2026-09-06T14:57:46.524222+00:00,01_yolo26_main,0,0,5.7,6.9,60.43,57.77,NVIDIA GeForce RTX 4090,51,205.81,75,5584.1,24564.0,
2026-09-06T14:57:56.535129+00:00,01_yolo26_main,0,0,5.7,6.96,60.43,57.77,NVIDIA GeForce RTX 4090,52,207.44,81,5584.1,24564.0,
2026-09-06T14:58:06.547358+00:00,01_yolo26_main,0,0,5.7,6.98,60.43,57.77,NVIDIA GeForce RTX 4090,52,208.22,86,5584.1,24564.0,
2026-09-06T14:58:16.559485+00:00,01_yolo26_main,0,0,5.7,6.94,60.43,57.77,NVIDIA GeForce RTX 4090,52,208.09,86,5584.1,24564.0,
2026-09-06T14:58:26.571486+00:00,01_yolo26_main,0,0,5.7,7.0,60.43,57.77,NVIDIA GeForce RTX 4090,52,167.52,82,5584.1,24564.0,
2026-09-06T14:58:36.582325+00:00,01_yolo26_main,0,0,5.7,6.9,60.43,57.77,NVIDIA GeForce RTX 4090,51,207.72,80,5584.1,24564.0,
2026-09-06T14:58:46.593725+00:00,01_yolo26_main,0,0,5.7,6.98,60.43,57.77,NVIDIA GeForce RTX 4090,50,143.85,8,5584.1,24564.0,
2026-09-06T14:58:56.605490+00:00,01_yolo26_main,0,0,5.8,6.98,60.43,57.77,NVIDIA GeForce RTX 4090,52,205.75,81,5584.1,24564.0,
2026-09-06T14:59:06.616624+00:00,01_yolo26_main,0,0,5.6,6.9,60.43,57.77,NVIDIA GeForce RTX 4090,51,172.8,82,5584.1,24564.0,
2026-09-06T14:59:16.628364+00:00,01_yolo26_main,0,0,5.7,6.9,60.43,57.77,NVIDIA GeForce RTX 4090,53,206.19,79,5584.1,24564.0,
2026-09-06T14:59:26.639337+00:00,01_yolo26_main,0,0,5.7,7.02,60.43,57.77,NVIDIA GeForce RTX 4090,51,207.68,85,5584.1,24564.0,
