epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
25,192.412,1.90365,2.05404,0.00255,0.08656,0.64869,0.11653,0.03196,2.44748,2.69516,0.00311,9.92029e-05,9.92029e-05,9.92029e-05
26,199.367,1.93127,2.00855,0.00237,0.104,0.63278,0.13164,0.04181,2.3268,2.62593,0.00292,9.91353e-05,9.91353e-05,9.91353e-05
27,205.892,1.95804,1.99057,0.00239,0.19472,0.41993,0.12834,0.03474,2.46325,2.553,0.00317,9.9065e-05,9.9065e-05,9.9065e-05
28,213.015,1.88821,1.96946,0.00258,0.24793,0.38984,0.14645,0.04269,2.38896,2.4549,0.00302,9.8992e-05,9.8992e-05,9.8992e-05
29,219.627,1.91871,1.88346,0.00238,0.23266,0.40146,0.14582,0.04423,2.35038,2.41657,0.00296,9.89163e-05,9.89163e-05,9.89163e-05
30,226.062,1.8995,2.08822,0.00261,0.19785,0.36405,0.12577,0.03272,2.47626,2.4975,0.00321,9.88378e-05,9.88378e-05,9.88378e-05
31,233.032,1.85749,2.0623,0.00236,0.19202,0.38571,0.12547,0.03397,2.46316,2.44296,0.00314,9.87566e-05,9.87566e-05,9.87566e-05
32,239.538,1.8295,1.84306,0.00234,0.19944,0.40417,0.12494,0.03484,2.42431,2.41381,0.00305,9.86728e-05,9.86728e-05,9.86728e-05
33,246.625,1.83342,2.00828,0.0023,0.19915,0.40822,0.14679,0.04339,2.42123,2.29335,0.00309,9.85862e-05,9.85862e-05,9.85862e-05
34,253.073,1.85811,1.87155,0.00237,0.14613,0.51742,0.12122,0.03233,2.40416,2.6386,0.00307,9.8497e-05,9.8497e-05,9.8497e-05
35,260.262,1.85106,1.8665,0.00234,0.08995,0.63656,0.1026,0.02421,2.60161,2.74772,0.00344,9.84051e-05,9.84051e-05,9.84051e-05
36,267.194,1.82043,1.89302,0.00235,0.09806,0.70509,0.13567,0.03673,2.46202,2.55643,0.00317,9.83105e-05,9.83105e-05,9.83105e-05
37,273.652,1.84604,1.7867,0.00236,0.09734,0.74292,0.15156,0.04765,2.36562,2.4573,0.00298,9.82132e-05,9.82132e-05,9.82132e-05
38,280.737,1.84425,1.84593,0.00247,0.10526,0.713,0.14682,0.04263,2.36187,2.61772,0.00295,9.81133e-05,9.81133e-05,9.81133e-05
39,287.199,1.87715,1.76968,0.00247,0.16903,0.49824,0.15254,0.04307,2.44852,2.50996,0.00313,9.80107e-05,9.80107e-05,9.80107e-05
40,294.258,1.86384,1.68175,0.00219,0.17453,0.54887,0.1596,0.04771,2.36695,2.44725,0.00299,9.79054e-05,9.79054e-05,9.79054e-05
41,300.966,1.78436,1.67672,0.00232,0.20628,0.38472,0.17545,0.05235,2.45952,2.30614,0.00316,9.77975e-05,9.77975e-05,9.77975e-05
42,310.836,1.87847,1.67632,0.00233,0.21629,0.37573,0.1593,0.04475,2.51345,2.40925,0.00322,9.7687e-05,9.7687e-05,9.7687e-05
43,317.314,1.81725,1.69895,0.00218,0.23394,0.36758,0.15221,0.03885,2.60673,2.4822,0.00343,9.75738e-05,9.75738e-05,9.75738e-05
44,325.83,1.84064,1.66992,0.00232,0.24135,0.39191,0.18775,0.05045,2.58884,2.22492,0.00345,9.7458e-05,9.7458e-05,9.7458e-05
45,332.274,1.82463,1.65515,0.0023,0.24959,0.36517,0.20372,0.06314,2.42394,2.26706,0.00311,9.73396e-05,9.73396e-05,9.73396e-05
46,340.156,1.79552,1.59299,0.00221,0.21942,0.40497,0.16755,0.04678,2.57548,2.40119,0.00333,9.72186e-05,9.72186e-05,9.72186e-05
47,346.717,1.82371,1.58936,0.0024,0.25286,0.38931,0.16251,0.04448,2.50466,2.44954,0.00319,9.7095e-05,9.7095e-05,9.7095e-05
48,354.552,1.88652,1.5986,0.00227,0.22539,0.41394,0.15432,0.03899,2.60281,2.42671,0.00345,9.69688e-05,9.69688e-05,9.69688e-05
49,361.018,1.77936,1.62191,0.00222,0.24937,0.39246,0.16425,0.04503,2.43628,2.42169,0.00314,9.68399e-05,9.68399e-05,9.68399e-05
50,372.549,1.84527,1.64252,0.00233,0.20654,0.42191,0.16195,0.04355,2.54877,2.29289,0.00334,9.67085e-05,9.67085e-05,9.67085e-05
51,379.476,1.82134,1.72747,0.00218,0.18203,0.39521,0.15382,0.04089,2.55015,2.41208,0.00337,9.65746e-05,9.65746e-05,9.65746e-05
52,386.01,1.77703,1.55481,0.00213,0.21558,0.4284,0.1688,0.04749,2.43496,2.36308,0.00314,9.6438e-05,9.6438e-05,9.6438e-05
53,393.131,1.81012,1.59642,0.00247,0.20516,0.39774,0.14417,0.03534,2.65194,2.41924,0.00357,9.6299e-05,9.6299e-05,9.6299e-05
54,399.575,1.83248,1.57791,0.00224,0.21668,0.42799,0.16394,0.04432,2.53265,2.28898,0.00331,9.61573e-05,9.61573e-05,9.61573e-05
55,406.859,1.81836,1.51795,0.0023,0.27746,0.40241,0.24588,0.07905,2.43837,2.11167,0.00316,9.60131e-05,9.60131e-05,9.60131e-05
56,414.042,1.75528,1.5591,0.00223,0.23985,0.37732,0.18665,0.05385,2.48867,2.2746,0.00325,9.58664e-05,9.58664e-05,9.58664e-05
57,421.07,1.81681,1.5102,0.00228,0.21561,0.36671,0.17746,0.05313,2.48645,2.34523,0.00325,9.57172e-05,9.57172e-05,9.57172e-05
58,427.614,1.76838,1.49636,0.00224,0.22622,0.37973,0.18519,0.05747,2.37595,2.37334,0.00305,9.55655e-05,9.55655e-05,9.55655e-05
59,435.165,1.82899,1.46447,0.00218,0.2008,0.36948,0.1744,0.04616,2.59519,2.34384,0.0035,9.54112e-05,9.54112e-05,9.54112e-05
60,441.6,1.75307,1.44158,0.00218,0.23745,0.40713,0.18701,0.05311,2.43756,2.33642,0.0032,9.52545e-05,9.52545e-05,9.52545e-05
61,453.824,1.82411,1.4236,0.00227,0.28226,0.35936,0.1845,0.05318,2.40168,2.41879,0.0031,9.50953e-05,9.50953e-05,9.50953e-05
62,460.714,1.75153,1.44709,0.00211,0.30066,0.43495,0.21803,0.06288,2.50122,2.1735,0.00325,9.49336e-05,9.49336e-05,9.49336e-05
63,467.148,1.73357,1.36715,0.00202,0.27564,0.45531,0.22684,0.06995,2.44117,2.08434,0.00324,9.47695e-05,9.47695e-05,9.47695e-05
64,474.348,1.73129,1.4312,0.00205,0.24648,0.42371,0.1971,0.05376,2.51707,2.23473,0.0034,9.46028e-05,9.46028e-05,9.46028e-05
65,480.896,1.74919,1.40041,0.00207,0.23872,0.44359,0.18546,0.05145,2.50836,2.22654,0.00336,9.44338e-05,9.44338e-05,9.44338e-05
66,488.06,1.79877,1.39454,0.00221,0.25017,0.41697,0.1711,0.04544,2.56215,2.29694,0.00343,9.42623e-05,9.42623e-05,9.42623e-05
67,494.928,1.73366,1.30627,0.00201,0.301,0.42864,0.21485,0.06268,2.48412,2.09829,0.00329,9.40884e-05,9.40884e-05,9.40884e-05
68,501.385,1.73017,1.30927,0.00212,0.32797,0.46235,0.24191,0.07551,2.41692,2.04227,0.00317,9.39121e-05,9.39121e-05,9.39121e-05
69,508.394,1.74496,1.33601,0.00202,0.29067,0.41893,0.19923,0.05503,2.57898,2.17893,0.00348,9.37334e-05,9.37334e-05,9.37334e-05
70,514.969,1.74724,1.37294,0.00221,0.25353,0.43201,0.20001,0.05481,2.58554,2.13978,0.00348,9.35523e-05,9.35523e-05,9.35523e-05
71,522.068,1.75584,1.34297,0.00201,0.26872,0.40023,0.20987,0.06042,2.48162,2.07637,0.00327,9.33688e-05,9.33688e-05,9.33688e-05
72,528.577,1.70854,1.37803,0.00222,0.26051,0.40048,0.20272,0.05595,2.52539,2.17715,0.00337,9.3183e-05,9.3183e-05,9.3183e-05
73,535.168,1.74491,1.38354,0.00221,0.30326,0.41925,0.2166,0.06089,2.48857,2.15206,0.00334,9.29948e-05,9.29948e-05,9.29948e-05
74,547.248,1.71667,1.31199,0.00211,0.27797,0.44228,0.20767,0.05568,2.59866,2.11411,0.00355,9.28042e-05,9.28042e-05,9.28042e-05
75,553.689,1.71317,1.27119,0.00205,0.28579,0.42861,0.19253,0.05062,2.66174,2.25001,0.00369,9.26113e-05,9.26113e-05,9.26113e-05
76,560.862,1.69829,1.29812,0.00206,0.28909,0.46752,0.21681,0.06328,2.49364,2.14332,0.00328,9.24161e-05,9.24161e-05,9.24161e-05
77,567.328,1.71426,1.3028,0.00209,0.26342,0.4793,0.21305,0.05983,2.57328,2.07178,0.00343,9.22186e-05,9.22186e-05,9.22186e-05
78,574.467,1.71427,1.38615,0.00203,0.26719,0.46106,0.2268,0.06883,2.44667,2.12423,0.00318,9.20188e-05,9.20188e-05,9.20188e-05
79,581.448,1.70912,1.30703,0.00209,0.26738,0.45457,0.2151,0.06336,2.50612,2.19358,0.00331,9.18167e-05,9.18167e-05,9.18167e-05
80,587.87,1.6929,1.19369,0.00197,0.23782,0.42239,0.19671,0.04957,2.69317,2.19678,0.00368,9.16124e-05,9.16124e-05,9.16124e-05
81,594.98,1.70462,1.25054,0.00208,0.27537,0.42221,0.22897,0.06385,2.57452,2.09304,0.00342,9.14058e-05,9.14058e-05,9.14058e-05
82,601.507,1.70651,1.23472,0.00208,0.30889,0.4216,0.26304,0.07551,2.54755,2.06682,0.00339,9.11969e-05,9.11969e-05,9.11969e-05
83,608.666,1.69307,1.21676,0.00206,0.32302,0.45888,0.29271,0.08513,2.4979,2.02266,0.00331,9.09858e-05,9.09858e-05,9.09858e-05
84,615.957,1.66693,1.21525,0.00207,0.31801,0.47623,0.27357,0.08275,2.44962,2.03751,0.00321,9.07725e-05,9.07725e-05,9.07725e-05
85,622.969,1.73811,1.24381,0.00207,0.32953,0.46671,0.28452,0.08209,2.52149,1.99969,0.00336,9.0557e-05,9.0557e-05,9.0557e-05
86,629.416,1.72127,1.25775,0.002,0.37777,0.45091,0.30764,0.08479,2.55684,1.98859,0.00343,9.03393e-05,9.03393e-05,9.03393e-05
87,641.357,1.69319,1.21636,0.00196,0.3289,0.44883,0.27323,0.07884,2.51196,2.04195,0.00337,9.01194e-05,9.01194e-05,9.01194e-05
88,647.77,1.6788,1.22631,0.00202,0.31805,0.42832,0.25288,0.06546,2.63291,2.10886,0.0036,8.98973e-05,8.98973e-05,8.98973e-05
89,654.181,1.69558,1.19364,0.00186,0.35383,0.44985,0.29845,0.08991,2.47109,2.00549,0.00326,8.96731e-05,8.96731e-05,8.96731e-05
90,661.436,1.68588,1.15617,0.00201,0.31197,0.45356,0.25106,0.06485,2.67545,2.08917,0.00365,8.94467e-05,8.94467e-05,8.94467e-05
91,669.198,1.67243,1.16865,0.00199,0.30263,0.45221,0.24711,0.06546,2.62677,2.11877,0.0036,8.92183e-05,8.92183e-05,8.92183e-05
92,675.608,1.6577,1.15475,0.00203,0.32872,0.49347,0.26882,0.08025,2.41411,2.09182,0.00316,8.89877e-05,8.89877e-05,8.89877e-05
93,686.84,1.6588,1.1859,0.00202,0.28063,0.4404,0.20555,0.0532,2.68654,2.23615,0.00364,8.8755e-05,8.8755e-05,8.8755e-05
94,693.649,1.67074,1.12799,0.00187,0.28917,0.4749,0.22629,0.06352,2.50145,2.21578,0.00333,8.85202e-05,8.85202e-05,8.85202e-05
95,700.121,1.73788,1.23552,0.00198,0.29822,0.44878,0.25722,0.07206,2.55051,2.12322,0.00348,8.82834e-05,8.82834e-05,8.82834e-05
96,707.301,1.70101,1.16443,0.00207,0.34721,0.42145,0.29508,0.08676,2.5433,2.05115,0.00349,8.80445e-05,8.80445e-05,8.80445e-05
97,713.752,1.62567,1.16022,0.00184,0.36352,0.45263,0.31857,0.09685,2.42448,2.03035,0.00321,8.78036e-05,8.78036e-05,8.78036e-05
98,721.009,1.66602,1.14434,0.00193,0.36049,0.44781,0.30397,0.08828,2.50384,2.0063,0.0033,8.75606e-05,8.75606e-05,8.75606e-05
99,727.553,1.70443,1.17833,0.00205,0.37319,0.43885,0.28988,0.08787,2.45949,2.04156,0.00325,8.73157e-05,8.73157e-05,8.73157e-05
100,734.519,1.67498,1.13876,0.00204,0.34733,0.42537,0.26773,0.07296,2.59732,2.08322,0.0035,8.70687e-05,8.70687e-05,8.70687e-05
101,741.077,1.64611,1.13433,0.00194,0.36355,0.4497,0.28283,0.07905,2.54211,2.01595,0.0034,8.68198e-05,8.68198e-05,8.68198e-05
102,753.2,1.65475,1.12204,0.0021,0.33903,0.4018,0.25578,0.06951,2.6682,2.08767,0.00363,8.65689e-05,8.65689e-05,8.65689e-05
103,759.64,1.65104,1.11768,0.00196,0.28562,0.40365,0.23182,0.06287,2.72235,2.21418,0.00379,8.63161e-05,8.63161e-05,8.63161e-05
104,766.921,1.63421,1.13297,0.00201,0.27732,0.42066,0.21557,0.05679,2.75088,2.33164,0.0039,8.60613e-05,8.60613e-05,8.60613e-05
105,773.812,1.65882,1.10489,0.00197,0.30496,0.42693,0.23787,0.06548,2.60955,2.25891,0.00355,8.58046e-05,8.58046e-05,8.58046e-05
106,780.286,1.63846,1.06702,0.00192,0.30869,0.42816,0.23485,0.06015,2.72652,2.19605,0.00378,8.5546e-05,8.5546e-05,8.5546e-05
107,787.495,1.69989,1.17252,0.00191,0.3574,0.42357,0.26224,0.07302,2.53734,2.17268,0.00341,8.52856e-05,8.52856e-05,8.52856e-05
108,793.935,1.6217,1.07614,0.00195,0.37525,0.42312,0.28169,0.07909,2.52967,2.17079,0.00345,8.50232e-05,8.50232e-05,8.50232e-05
109,801.16,1.60199,1.05439,0.00181,0.32684,0.41728,0.24193,0.05988,2.69114,2.24099,0.00377,8.4759e-05,8.4759e-05,8.4759e-05
110,807.818,1.65159,1.12368,0.00193,0.30486,0.40432,0.21486,0.05446,2.66339,2.32964,0.00371,8.4493e-05,8.4493e-05,8.4493e-05
111,814.226,1.62409,1.07266,0.00194,0.30475,0.41875,0.22721,0.05637,2.70795,2.33798,0.00378,8.42252e-05,8.42252e-05,8.42252e-05
112,826.087,1.60689,1.04874,0.00192,0.28652,0.4037,0.21774,0.05051,2.82021,2.26525,0.00401,8.39555e-05,8.39555e-05,8.39555e-05
113,832.514,1.61019,1.05528,0.0019,0.3238,0.43868,0.25191,0.06637,2.64303,2.19704,0.00363,8.36841e-05,8.36841e-05,8.36841e-05
114,839.776,1.57715,0.99622,0.00197,0.31046,0.41899,0.2394,0.05776,2.78224,2.21612,0.0039,8.34109e-05,8.34109e-05,8.34109e-05
115,846.372,1.67027,1.0664,0.00192,0.29146,0.46726,0.27304,0.08296,2.47877,2.18981,0.00321,8.31359e-05,8.31359e-05,8.31359e-05
116,852.857,1.67166,1.07631,0.00196,0.2908,0.40969,0.24073,0.06141,2.78318,2.22518,0.00382,8.28592e-05,8.28592e-05,8.28592e-05
117,859.899,1.61774,1.06238,0.00196,0.33647,0.44384,0.28729,0.07818,2.6622,2.16317,0.00362,8.25808e-05,8.25808e-05,8.25808e-05
118,866.44,1.61334,1.03735,0.00196,0.30728,0.41309,0.23947,0.05864,2.81404,2.31708,0.00393,8.23007e-05,8.23007e-05,8.23007e-05
119,873.587,1.59688,1.0208,0.00182,0.31747,0.4213,0.2509,0.06434,2.74101,2.28995,0.00375,8.20189e-05,8.20189e-05,8.20189e-05
120,880.036,1.58017,1.01514,0.00187,0.33991,0.45255,0.28193,0.07666,2.61368,2.19883,0.00349,8.17354e-05,8.17354e-05,8.17354e-05
121,887.292,1.60521,1.01603,0.00192,0.33386,0.43418,0.2793,0.07387,2.64001,2.16955,0.00354,8.14503e-05,8.14503e-05,8.14503e-05
122,906.306,1.56173,0.99731,0.00185,0.29551,0.42817,0.25299,0.0652,2.72058,2.22062,0.00374,8.11636e-05,8.11636e-05,8.11636e-05
123,912.75,1.59008,1.03253,0.00189,0.36677,0.44746,0.32149,0.09338,2.5367,2.08236,0.00335,8.08752e-05,8.08752e-05,8.08752e-05
124,919.929,1.61048,1.0076,0.00201,0.33664,0.41651,0.2659,0.06571,2.7888,2.17529,0.00387,8.05853e-05,8.05853e-05,8.05853e-05
125,926.356,1.64338,1.02747,0.00179,0.36814,0.42911,0.2988,0.08018,2.67827,2.11159,0.0036,8.02938e-05,8.02938e-05,8.02938e-05
126,933.379,1.60021,0.99888,0.00187,0.40578,0.40519,0.32086,0.08661,2.68342,2.0769,0.00364,8.00007e-05,8.00007e-05,8.00007e-05
127,940.169,1.60501,0.9769,0.00179,0.41165,0.39996,0.32928,0.08759,2.70667,2.10235,0.0037,7.9706e-05,7.9706e-05,7.9706e-05
128,946.611,1.58572,0.96252,0.00191,0.38767,0.44447,0.33692,0.09754,2.56119,2.13668,0.00341,7.94099e-05,7.94099e-05,7.94099e-05
129,959.182,1.55148,0.99248,0.00174,0.34597,0.43812,0.29049,0.07907,2.65221,2.25195,0.00357,7.91122e-05,7.91122e-05,7.91122e-05
130,967.013,1.61259,1.05791,0.00184,0.35333,0.36389,0.2781,0.07238,2.74936,2.21117,0.00379,7.88131e-05,7.88131e-05,7.88131e-05
131,984.863,1.57402,0.99923,0.00188,0.36702,0.34563,0.26521,0.06995,2.74293,2.27054,0.00376,7.85124e-05,7.85124e-05,7.85124e-05
132,991.382,1.5954,0.9944,0.00186,0.30492,0.31437,0.2762,0.07303,2.7936,2.2749,0.00392,7.82104e-05,7.82104e-05,7.82104e-05
133,998.409,1.58996,1.02136,0.00187,0.35802,0.38941,0.30314,0.08415,2.65831,2.18399,0.00362,7.79069e-05,7.79069e-05,7.79069e-05
134,1006.65,1.62689,0.9947,0.0018,0.41218,0.45455,0.34929,0.09981,2.59627,2.11311,0.00344,7.76019e-05,7.76019e-05,7.76019e-05
135,1014.3,1.6257,1.0285,0.00182,0.3832,0.45243,0.32505,0.09283,2.57161,2.19203,0.00341,7.72956e-05,7.72956e-05,7.72956e-05
136,1023.49,1.62114,1.02996,0.00185,0.42352,0.41317,0.33397,0.08731,2.71985,2.14095,0.00372,7.6988e-05,7.6988e-05,7.6988e-05
137,1030.38,1.62025,1.02683,0.00177,0.39778,0.44085,0.34088,0.09755,2.60569,2.13521,0.00345,7.66789e-05,7.66789e-05,7.66789e-05
138,1036.88,1.59057,1.00264,0.00182,0.43709,0.40258,0.33637,0.09359,2.63442,2.14366,0.00353,7.63685e-05,7.63685e-05,7.63685e-05
139,1060.2,1.54319,0.97128,0.00177,0.43471,0.42012,0.3401,0.09949,2.57464,2.13119,0.00343,7.60568e-05,7.60568e-05,7.60568e-05
140,1081.53,1.61359,0.96162,0.00178,0.43342,0.43481,0.348,0.10732,2.50199,2.1173,0.00328,7.57438e-05,7.57438e-05,7.57438e-05
141,1099.84,1.609,1.12166,0.00189,0.39509,0.4904,0.35374,0.11307,2.4613,2.09614,0.00317,7.54296e-05,7.54296e-05,7.54296e-05
142,1106.84,1.56893,1.01189,0.00185,0.41947,0.43213,0.33675,0.1012,2.56321,2.13138,0.00341,7.5114e-05,7.5114e-05,7.5114e-05
143,1118.57,1.61609,1.01697,0.00177,0.41565,0.43847,0.30718,0.0858,2.63178,2.23479,0.00353,7.47973e-05,7.47973e-05,7.47973e-05
144,1130.52,1.61924,1.01308,0.00182,0.39074,0.43729,0.30265,0.08391,2.64331,2.25262,0.0036,7.44793e-05,7.44793e-05,7.44793e-05
145,1136.94,1.60303,0.99747,0.00176,0.40118,0.41561,0.29677,0.08401,2.60379,2.26462,0.00349,7.41601e-05,7.41601e-05,7.41601e-05
146,1144.6,1.5875,0.98241,0.00173,0.34407,0.45469,0.28878,0.08327,2.60894,2.27832,0.00347,7.38397e-05,7.38397e-05,7.38397e-05
147,1151.46,1.58878,0.94879,0.00177,0.34896,0.47115,0.30035,0.08489,2.59432,2.26084,0.00349,7.35181e-05,7.35181e-05,7.35181e-05
148,1157.89,1.61895,1.00513,0.0018,0.39195,0.45473,0.30997,0.0934,2.55116,2.26515,0.00342,7.31955e-05,7.31955e-05,7.31955e-05
149,1165.05,1.56281,0.97774,0.00172,0.3092,0.4513,0.32319,0.08692,2.71859,2.2697,0.00375,7.28717e-05,7.28717e-05,7.28717e-05
150,1171.51,1.60177,1.01597,0.00187,0.32328,0.45831,0.32749,0.09595,2.58447,2.22343,0.00346,7.25467e-05,7.25467e-05,7.25467e-05
151,1179.93,1.52766,0.98328,0.0017,0.33956,0.47343,0.30262,0.07942,2.68899,2.28105,0.00366,7.22208e-05,7.22208e-05,7.22208e-05
152,1186.81,1.58385,0.92687,0.00175,0.39708,0.46809,0.31411,0.09014,2.5965,2.24518,0.00347,7.18937e-05,7.18937e-05,7.18937e-05
153,1193.24,1.59544,0.95792,0.00171,0.41019,0.51259,0.35801,0.11271,2.45737,2.09216,0.00319,7.15656e-05,7.15656e-05,7.15656e-05
154,1200.5,1.61911,1.00023,0.00177,0.43339,0.42619,0.32886,0.09265,2.64429,2.14908,0.00355,7.12365e-05,7.12365e-05,7.12365e-05
155,1207.03,1.52684,0.94809,0.00173,0.44698,0.46452,0.34814,0.1012,2.57818,2.15846,0.00343,7.09064e-05,7.09064e-05,7.09064e-05
156,1214.17,1.58689,0.93782,0.00167,0.45453,0.45446,0.34885,0.10671,2.52279,2.21734,0.00332,7.05753e-05,7.05753e-05,7.05753e-05
157,1220.79,1.56015,0.9273,0.00172,0.38333,0.4415,0.33609,0.09397,2.62574,2.24939,0.0035,7.02432e-05,7.02432e-05,7.02432e-05
158,1227.31,1.54101,0.91445,0.00172,0.46176,0.46869,0.40932,0.12948,2.46514,2.1113,0.00321,6.99102e-05,6.99102e-05,6.99102e-05
159,1234.52,1.5758,0.97751,0.00183,0.39586,0.4378,0.36108,0.10257,2.62599,2.18749,0.00352,6.95763e-05,6.95763e-05,6.95763e-05
160,1242.39,1.55963,0.90677,0.00175,0.49384,0.42822,0.39641,0.1201,2.52739,2.02928,0.00333,6.92415e-05,6.92415e-05,6.92415e-05
161,1248.9,1.55253,0.93687,0.0018,0.44182,0.43414,0.37942,0.10745,2.64804,2.06347,0.00355,6.89058e-05,6.89058e-05,6.89058e-05
162,1257.43,1.53829,0.94001,0.00168,0.4363,0.44266,0.37427,0.10752,2.62296,2.06158,0.00354,6.85692e-05,6.85692e-05,6.85692e-05
163,1264.41,1.58428,0.93129,0.00177,0.44811,0.44135,0.39467,0.11549,2.62319,2.0594,0.00356,6.82318e-05,6.82318e-05,6.82318e-05
164,1270.87,1.56646,0.97396,0.00179,0.43652,0.43302,0.37819,0.10708,2.6358,2.08623,0.00356,6.78936e-05,6.78936e-05,6.78936e-05
165,1277.99,1.55605,0.92038,0.00172,0.38791,0.45967,0.35241,0.09914,2.64391,2.15874,0.00358,6.75546e-05,6.75546e-05,6.75546e-05
166,1294.78,1.55496,0.93789,0.00163,0.40101,0.47204,0.34111,0.09835,2.61434,2.19231,0.0035,6.72148e-05,6.72148e-05,6.72148e-05
167,1301.22,1.56323,0.96212,0.00189,0.42378,0.47877,0.37424,0.11915,2.44061,2.16972,0.00319,6.68743e-05,6.68743e-05,6.68743e-05
168,1308.1,1.57428,0.93864,0.00166,0.41076,0.46177,0.37465,0.11001,2.59538,2.12455,0.00347,6.6533e-05,6.6533e-05,6.6533e-05
169,1314.54,1.55354,0.92529,0.00165,0.39041,0.45643,0.35117,0.09759,2.67022,2.14767,0.00363,6.6191e-05,6.6191e-05,6.6191e-05
170,1321.74,1.57621,0.94171,0.00171,0.43113,0.45454,0.38305,0.11534,2.57276,2.11245,0.00347,6.58484e-05,6.58484e-05,6.58484e-05
171,1328.26,1.53909,0.92416,0.00177,0.41893,0.44996,0.37271,0.10348,2.64721,2.14462,0.00362,6.5505e-05,6.5505e-05,6.5505e-05
