image_path,label
resultados/03_compose_synthetic/data/synthetic/PE/PE_0109.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0110.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0111.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0112.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0113.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0114.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0115.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0116.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0117.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0118.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0119.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0120.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0121.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0122.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0123.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0124.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0125.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0126.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0127.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0128.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0129.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0130.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0131.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0132.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0133.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0134.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0135.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0136.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0137.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0138.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0139.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0140.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0141.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0142.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0143.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0144.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0145.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0146.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0147.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0148.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0149.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0150.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0151.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0152.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0153.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0154.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0155.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0156.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0157.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0158.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0159.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0160.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0161.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0162.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0163.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0164.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0165.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0166.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0167.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0168.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0169.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0170.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0171.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0172.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0173.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0174.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0175.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0176.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0177.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0178.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0179.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0180.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0181.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0182.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0183.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0184.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0185.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0186.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0187.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0188.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0189.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0190.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0191.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0192.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0193.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0194.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0195.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0196.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0197.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0198.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0199.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0200.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0201.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0202.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0203.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0204.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0205.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0206.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0207.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0208.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0209.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0210.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0211.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0212.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0213.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0214.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0215.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0216.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0217.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0218.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0219.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0220.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0221.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0222.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0223.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0224.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0225.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0226.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0227.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0228.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0229.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0230.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0231.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0232.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0233.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0234.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0235.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0236.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0237.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0238.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0239.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0240.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0241.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0242.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0243.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0244.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0245.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0246.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0247.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0248.png,PE
resultados/03_compose_synthetic/data/synthetic/PE/PE_0249.png,PE
resultados/03_compose_synthetic/data/synthetic/PET/PET_0000.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0001.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0002.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0003.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0004.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0005.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0006.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0007.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0008.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0009.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0010.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0011.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0012.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0013.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0014.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0015.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0016.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0017.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0018.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0019.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0020.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0021.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0022.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0023.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0024.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0025.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0026.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0027.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0028.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0029.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0030.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0031.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0032.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0033.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0034.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0035.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0036.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0037.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0038.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0039.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0040.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0041.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0042.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0043.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0044.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0045.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0046.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0047.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0048.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0049.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0050.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0051.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0052.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0053.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0054.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0055.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0056.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0057.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0058.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0059.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0060.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0061.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0062.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0063.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0064.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0065.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0066.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0067.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0068.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0069.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0070.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0071.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0072.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0073.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0074.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0075.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0076.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0077.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0078.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0079.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0080.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0081.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0082.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0083.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0084.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0085.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0086.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0087.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0088.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0089.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0090.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0091.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0092.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0093.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0094.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0095.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0096.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0097.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0098.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0099.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0100.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0101.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0102.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0103.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0104.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0105.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0106.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0107.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0108.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0109.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0110.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0111.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0112.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0113.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0114.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0115.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0116.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0117.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0118.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0119.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0120.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0121.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0122.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0123.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0124.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0125.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0126.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0127.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0128.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0129.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0130.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0131.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0132.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0133.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0134.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0135.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0136.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0137.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0138.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0139.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0140.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0141.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0142.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0143.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0144.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0145.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0146.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0147.png,PET
resultados/03_compose_synthetic/data/synthetic/PET/PET_0148.png,PET
