source_image,status,box_area_norm,any_pred_overlap
PS_PS-100x.png,FN,3.8340462239583734e-06,False
PS_PS-100x.png,FN,3.112204476725307e-05,False
PS_PS-100x.png,TP,7.724530533040335e-05,
PS_PS-100x.png,FN,2.6456967773436905e-05,False
PS_PS-100x.png,TP,0.00018336734114583346,
PS_PS-100x.png,FN,1.5897577962239595e-05,False
PS_PS-100x.png,FN,2.5632076082357304e-05,True
PS_PS-100x.png,FN,1.0518521191406122e-05,False
PS_PS-100x.png,FN,1.815572482096408e-05,False
PS_PS-100x.png,FN,3.906049116210969e-05,False
PS_PS-100x.png,FN,1.7740258138020534e-05,False
PS_PS-100x.png,FN,5.281223395182288e-05,False
PS_PS-100x.png,FN,1.300605957031257e-05,False
PS_PS-100x.png,FN,8.567801070149862e-05,False
PS_PS-100x.png,FN,0.00010274189394531268,False
PS_PS-100x.png,FN,7.274690820312476e-05,False
PS_PS-100x.png,FN,5.900660856119798e-05,False
PS_PS-100x.png,FN,7.020383666992139e-06,False
PS_PS-100x.png,FN,6.327137817382805e-05,False
PS_PS-100x.png,FN,1.3825803751627314e-05,False
PS_PS-100x.png,TP,0.00020261086692708398,
PS_PS-100x.png,FN,1.021152949218739e-05,False
PS_PS-100x.png,FN,1.4826658854166652e-05,False
PS_PS-100x.png,FN,0.00042415372888997233,True
PS_PS-100x.png,TP,9.536984029134027e-05,
PS_PS-100x.png,FN,1.8087152579752636e-05,True
PS_PS-100x.png,TP,0.0003133325125569645,
PS_PS-100x.png,FN,2.6275043334961523e-05,False
PS_PS-100x.png,TP,7.918761708984401e-05,
PS_PS-100x.png,FN,4.228515839843813e-05,False
PS_PS-100x.png,TP,0.0002390283859456386,
PS_PS-100x.png,FN,1.975741708984331e-05,False
PS_PS-100x.png,TP,0.0007583818410644495,
PS_PS-100x.png,FN,7.804125992838653e-05,False
PS_PS-100x.png,FN,1.8163712402344092e-05,False
PS_PS-100x.png,TP,0.00012559982182617428,
PS_PS-100x.png,TP,0.00012353327180175815,
PS_PS-100x.png,FN,4.383571328938859e-05,False
PS_PS-100x.png,FN,5.5102354418945786e-05,False
PS_PS-100x.png,FN,4.161915580241002e-05,False
PS_PS-100x.png,FN,5.1232000602213924e-05,False
PS_PS-100x.png,FN,7.085538459472645e-05,False
PS_PS-100x.png,FN,9.334258870442619e-06,False
PS_PS-100x.png,FN,2.2281197753906497e-05,False
PS_PS-100x.png,FN,0.006182199589843752,True
PS_PS-100x.png,FN,1.3963359985351463e-05,False
PS_PS-100x.png,FN,9.27911888020838e-06,False
PS_PS-100x.png,TP,0.000849609375,
PS_PS-100x.png,TP,0.00180908203125,
PS_PS-100x.png,TP,0.0006909962876953153,
PS_PS-100x.png,FN,1.0939764794921772e-05,True
PS_PS-100x.png,TP,0.0006121106062499993,
PS_PS-100x.png,FN,0.00010621977150879012,True
PS_PS-100x.png,TP,5.766752001953115e-05,
PS_PS-100x.png,TP,0.002017952864257815,
PS_PS-100x.png,FN,6.19677466389968e-05,False
PS_PS-100x.png,TP,3.8815873990885584e-05,
PS_PS-100x.png,FN,2.0664016422526808e-05,False
PS_PS-100x.png,TP,0.0002697118696289071,
PS_PS-100x.png,FN,0.001483792771118168,True
PS_PS-100x.png,TP,0.00032589231025390735,
PS_PS-100x.png,FN,2.667622375488272e-05,True
PS_PS-100x.png,TP,0.00023433596398925876,
PS_PS-100x.png,FN,1.5134109505208459e-05,False
PS_PS-100x.png,FN,1.0200495833333468e-05,False
PS_PS-100x.png,FN,1.4699483333332851e-05,False
PS_PS-100x.png,TP,0.00018184024035644678,
PS_PS-100x.png,TP,0.0001350023120361319,
PS_PS-100x.png,TP,6.889045786132783e-05,
PS_PS-100x.png,FN,9.36776385091144e-05,False
PS_PS-100x.png,TP,0.0003234524318847668,
PS_PS-100x.png,TP,0.0003826741796875008,
PS_PS-100x.png,TP,0.00010358324846191469,
PS_PS-100x.png,FN,3.2538024536132504e-05,False
PS_PS-100x.png,FN,1.353271718750014e-05,False
PS_PS-100x.png,FN,3.478446118164013e-06,False
PS_PS-100x.png,FN,7.564426554361938e-06,False
PS_PS-100x.png,FN,1.0765724707031235e-05,False
PS_PS-100x.png,TP,0.00012846498380533845,
PS_PS-100x.png,FN,2.0779070727539082e-05,False
PS_PS-100x.png,FN,0.00011175864811197901,False
PS_PS-100x.png,FN,9.626508268229177e-06,False
PS_PS-100x.png,FN,1.2861257348632805e-05,False
PS_PS-100x.png,FN,8.597041113281253e-06,False
PS_PS-100x.png,FN,8.946075585937512e-06,False
PS_PS-100x.png,FN,4.001598079427078e-05,False
PS_PS-100x.png,FN,4.084791796874988e-06,False
PS_PS-100x.png,FN,3.4194481648763006e-05,False
PS_PS-100x.png,FN,2.689910700683593e-05,False
PS_PS-100x.png,FN,1.573382423502601e-05,False
PS_PS-100x.png,FN,1.531194042968754e-05,False
PS_PS-100x.png,FN,3.6300135498046676e-05,False
PS_PS-100x.png,FN,8.946365722656287e-06,False
PS_PS-100x.png,FN,0.00016217876757812526,False
PS_PS-100x.png,FN,9.994629687500014e-06,False
PS_PS-100x.png,FN,3.287207512207033e-05,False
PS_PS-100x.png,FN,8.251418644205778e-06,False
PS_PS-100x.png,FN,8.274388728841123e-06,False
PS_PS-100x.png,FN,5.045352669270798e-06,False
PS_PS-100x.png,FN,1.0068274739583342e-05,False
PS_PS-100x.png,FN,3.6575520833333493e-06,False
PS_PS-100x.png,FN,2.848178759765606e-05,False
PS_PS-100x.png,FN,1.2965028678385447e-05,False
PS_PS-100x.png,FN,9.347909513346281e-06,False
PS_PS-100x.png,FN,1.2201163639322901e-05,True
PS_PS-100x.png,FN,4.080769908854167e-05,False
PS_PS-100x.png,FN,5.815624088541648e-06,False
PS_PS-100x.png,FN,3.373912898763035e-05,False
PS_PS-100x.png,TP,0.0004608375377115889,
PS_PS-100x.png,FN,4.442437561848959e-05,False
PS_PS-100x.png,TP,9.177389908040366e-05,
PS_PS-100x.png,FN,0.00019185691935221308,False
PS_PS-100x.png,FN,0.0005048869256835935,False
PS_PS-100x.png,FN,0.0020205418491861986,False
PS_PS-100x.png,FN,5.658823203124995e-05,False
PS_PS-100x.png,FN,2.0807243855794162e-05,False
PS_PS-100x.png,FN,0.0013613574431152338,True
PS_PS-100x.png,FN,5.730898891601538e-05,False
PS_PS-100x.png,FN,2.577109814453137e-05,False
PS_PS-100x.png,TP,9.280230675455733e-05,
PS_PS-100x.png,FN,3.591628775227851e-05,False
PS_PS-100x.png,FN,0.0012096585164388025,True
PS_PS-100x.png,FN,2.3381108902994744e-05,False
PS_PS-100x.png,FN,4.149668343098965e-05,False
PS_PS-100x.png,FN,1.4548114811198004e-05,False
PS_PS-100x.png,TP,0.0003093472999999999,
PS_PS-100x.png,FN,1.941691640625029e-05,False
PS_PS-100x.png,FN,1.0773364062499956e-05,False
PS_PS-100x.png,FN,0.00025314655009765584,True
PS_PS-100x.png,FN,1.4146372469075398e-05,False
PS_PS-100x.png,FN,8.81403076171874e-06,False
PS_PS-100x.png,FN,7.97756825358073e-06,False
PS_PS-100x.png,FN,2.3138482666015728e-05,False
PS_PS-100x.png,FN,2.0664110058593533e-05,False
PS_PS-100x.png,FN,4.9900270182290945e-06,False
PS_PS-100x.png,FN,7.890381144205634e-06,False
PS_PS-100x.png,TP,0.0002615159409667972,
PS_PS-100x.png,FN,1.779716341145841e-05,False
PS_PS-100x.png,FN,0.0041276744832031255,True
PS_PS-100x.png,TP,0.0005900534893554686,
PS_PS-100x.png,FN,7.3830565592449324e-06,False
PS_PS-100x.png,FN,6.074252734375001e-05,False
PS_PS-100x.png,FN,1.8822918522135325e-05,False
PS_PS-100x.png,FN,0.00012894036176757832,False
PS_PS-100x.png,TP,0.00035479122929687557,
PS_PS-100x.png,FN,0.0001611993367106121,False
PS_PS-100x.png,FN,0.0003837887539550776,True
PS_PS-100x.png,FN,0.0017202520589355453,True
PS_PS-100x.png,TP,0.0002453740882649737,
PS_PS-100x.png,FN,7.033439934895855e-05,False
PS_PS-100x.png,TP,0.00012640836425781228,
PS_PS-100x.png,FN,4.6227705891927006e-05,False
PS_PS-100x.png,FN,5.0745606770832895e-05,False
PS_PS-100x.png,FN,0.00011137686679687498,False
PS_PS-100x.png,FN,1.508982617187481e-05,False
PS_PS-100x.png,FN,1.4464229516601694e-05,False
PS_PS-100x.png,FN,1.7356687646484403e-05,False
PS_PS-100x.png,FN,2.0810118164062525e-05,False
PS_PS-100x.png,FN,0.00032342718345540326,False
PS_PS-100x.png,FN,3.759678940429716e-05,False
PS_PS-100x.png,FN,6.918074472656243e-05,False
PS_PS-100x.png,TP,0.0003820435083984374,
PS_PS-100x.png,TP,0.00010601278299967447,
PS_PS-100x.png,TP,0.00012388003051757795,
PS_PS-100x.png,FN,0.0014924251357421895,True
PS_PS-100x.png,FN,6.170070963541638e-05,False
PS_PS-100x.png,FN,2.7772293448893336e-05,False
PS_PS-100x.png,FN,1.354430485839848e-05,False
PS_PS-100x.png,FN,1.0430013020833242e-05,False
PS_PS-100x.png,TP,0.00023128173457031303,
PS_PS-100x.png,TP,0.00021766960917155077,
PS_PS-100x.png,FN,0.001624945454947917,True
PS_PS-100x.png,FN,0.00026828210266927104,False
PS_PS-100x.png,TP,0.00043335349762369793,
PS_PS-100x.png,FN,0.00012600874064127578,True
PS_PS-100x.png,TP,0.0010284317391276053,
PS_PS-100x.png,FN,2.91930199218756e-05,False
PS_PS-100x.png,FN,8.264250143229187e-05,False
PS_PS-100x.png,TP,0.0003606428074218739,
PS_PS-100x.png,FN,7.809581573893154e-05,True
PS_PS-100x.png,FN,0.00015656982158203107,True
PS_PS-100x.png,TP,0.00022964734355468758,
PS_PS-100x.png,TP,5.560028351237021e-05,
PS_PS-100x.png,TP,5.7386566162109805e-05,
PS_PS-100x.png,FN,3.171909810384098e-05,False
PS_PS-100x.png,FN,1.0430013020833406e-05,False
PS_PS-100x.png,TP,0.00015670496337890624,
PS_PS-100x.png,TP,0.00021298613515625,
PS_PS-100x.png,TP,0.00014279268962402288,
PS_PS-100x.png,FN,4.6377012532552375e-05,False
PS_PS-100x.png,FN,5.1462829589844075e-05,False
PS_PS-100x.png,TP,0.00512463457278646,
PS_PS-100x.png,FN,4.02858756510417e-05,True
PS_PS-100x.png,FN,1.5755208333333658e-05,True
PS_PS-100x.png,FN,3.5045026855468506e-05,False
PS_PS-100x.png,FN,3.616301635742211e-05,True
PS_PS-100x.png,FN,8.876193929036421e-05,True
PS_PS-100x.png,TP,0.00043738874075520764,
PS_PS-100x.png,FN,6.822671621093738e-05,False
PS_PS-100x.png,FN,7.624620056152305e-05,False
PS_PS-100x.png,TP,0.0007130351532226561,
PS_PS-100x.png,FN,0.0001664346568847657,False
PS_PS-100x.png,FN,5.315852670898442e-05,False
PS_PS-100x.png,FN,2.368590865885421e-05,False
PS_PS-100x.png,FN,4.090971049804659e-05,False
PS_PS-100x.png,FN,0.00035500409545898524,False
PS_PS-100x.png,FN,4.6691391601562406e-05,False
PS_PS-100x.png,FN,2.3843611450195033e-05,False
PS_PS-100x.png,FN,0.000849141928873698,False
PS_PS-100x.png,TP,5.284416829427071e-05,
PS_PS-100x.png,FN,2.281402872721368e-05,False
PS_PS-100x.png,FN,2.2776775716145998e-05,False
PS_PS-100x.png,FN,7.3507177734374965e-06,False
PS_PS-100x.png,FN,2.0400085701497593e-05,False
PS_PS-100x.png,FN,0.00012168386149902313,False
PS_PS-100x.png,FN,0.00021661835236816478,False
PS_PS-100x.png,FN,3.56878630615234e-05,True
PS_PS-100x.png,FN,0.00032370635498046754,False
PS_PS-100x.png,FN,2.3843149820963563e-05,False
PS_PS-100x.png,FN,0.00013623268310546937,False
PS_PS-100x.png,FN,0.0002440710883626302,False
PS_PS-100x.png,TP,0.0001834985225423177,
PS_PS-100x.png,TP,6.44980977376301e-05,
PS_PS-100x.png,FN,6.075804921875028e-05,True
PS_PS-100x.png,FN,4.2767582600911517e-05,False
PS_PS-100x.png,FN,0.00015679351521809875,False
PS_PS-100x.png,FN,1.4819993847655902e-05,True
PS_PS-100x.png,FN,4.8991478678385774e-05,False
PS_PS-100x.png,TP,0.00048283036894531317,
